ticker,company,app_category,country,quarter,quarter_end,metric,value,currency,period_type
TSCO.L,Tesco,Retail,UK,FY 2024,2024-02-29,Total Revenue,68187000000.0,GBp,annual
TSCO.L,Tesco,Retail,UK,FY 2023,2023-02-28,Total Revenue,65322000000.0,GBp,annual
TSCO.L,Tesco,Retail,UK,FY 2022,2022-02-28,Total Revenue,61344000000.0,GBp,annual
CA.PA,Carrefour,Retail,France,FY 2025,2025-12-31,EBITDA,4672000000.0,EUR,annual
CA.PA,Carrefour,Retail,France,FY 2024,2024-12-31,EBITDA,4364000000.0,EUR,annual
CA.PA,Carrefour,Retail,France,FY 2023,2023-12-31,EBITDA,4338000000.0,EUR,annual
CA.PA,Carrefour,Retail,France,FY 2022,2022-12-31,EBITDA,4792000000.0,EUR,annual
CA.PA,Carrefour,Retail,France,FY 2025,2025-12-31,Net Income,319000000.0,EUR,annual
CA.PA,Carrefour,Retail,France,FY 2024,2024-12-31,Net Income,723000000.0,EUR,annual
CA.PA,Carrefour,Retail,France,FY 2023,2023-12-31,Net Income,1659000000.0,EUR,annual
CA.PA,Carrefour,Retail,France,FY 2022,2022-12-31,Net Income,1348000000.0,EUR,annual
CA.PA,Carrefour,Retail,France,FY 2025,2025-12-31,Total Revenue,84024000000.0,EUR,annual
CA.PA,Carrefour,Retail,France,FY 2024,2024-12-31,Total Revenue,83453000000.0,EUR,annual
CA.PA,Carrefour,Retail,France,FY 2023,2023-12-31,Total Revenue,84910000000.0,EUR,annual
CA.PA,Carrefour,Retail,France,FY 2022,2022-12-31,Total Revenue,83088000000.0,EUR,annual
AD.AS,Ahold Delhaize,Retail,Netherlands,2025-Q4,2025-12-31,EBITDA,1896000000.0,EUR,quarterly
AD.AS,Ahold Delhaize,Retail,Netherlands,2025-Q3,2025-09-30,EBITDA,1839000000.0,EUR,quarterly
AD.AS,Ahold Delhaize,Retail,Netherlands,2025-Q2,2025-06-30,EBITDA,1828000000.0,EUR,quarterly
AD.AS,Ahold Delhaize,Retail,Netherlands,2025-Q1,2025-03-31,EBITDA,1862000000.0,EUR,quarterly
AD.AS,Ahold Delhaize,Retail,Netherlands,2024-Q4,2024-12-31,EBITDA,1587000000.0,EUR,quarterly
AD.AS,Ahold Delhaize,Retail,Netherlands,2025-Q4,2025-12-31,Net Income,577000000.0,EUR,quarterly
AD.AS,Ahold Delhaize,Retail,Netherlands,2025-Q3,2025-09-30,Net Income,584000000.0,EUR,quarterly
AD.AS,Ahold Delhaize,Retail,Netherlands,2025-Q2,2025-06-30,Net Income,548000000.0,EUR,quarterly
AD.AS,Ahold Delhaize,Retail,Netherlands,2025-Q1,2025-03-31,Net Income,554000000.0,EUR,quarterly
AD.AS,Ahold Delhaize,Retail,Netherlands,2024-Q4,2024-12-31,Net Income,380000000.0,EUR,quarterly
AD.AS,Ahold Delhaize,Retail,Netherlands,2025-Q4,2025-12-31,Total Revenue,23490000000.0,EUR,quarterly
AD.AS,Ahold Delhaize,Retail,Netherlands,2025-Q3,2025-09-30,Total Revenue,22494000000.0,EUR,quarterly
AD.AS,Ahold Delhaize,Retail,Netherlands,2025-Q2,2025-06-30,Total Revenue,23092000000.0,EUR,quarterly
AD.AS,Ahold Delhaize,Retail,Netherlands,2025-Q1,2025-03-31,Total Revenue,23276000000.0,EUR,quarterly
AD.AS,Ahold Delhaize,Retail,Netherlands,2024-Q4,2024-12-31,Total Revenue,23276000000.0,EUR,quarterly
JMT.LS,Jerónimo Martins,Retail,Portugal,2025-Q3,2025-09-30,EBITDA,657000000.0,EUR,quarterly
JMT.LS,Jerónimo Martins,Retail,Portugal,2025-Q2,2025-06-30,EBITDA,569000000.0,EUR,quarterly
JMT.LS,Jerónimo Martins,Retail,Portugal,2025-Q1,2025-03-31,EBITDA,535000000.0,EUR,quarterly
JMT.LS,Jerónimo Martins,Retail,Portugal,2024-Q4,2024-12-31,EBITDA,564000000.0,EUR,quarterly
JMT.LS,Jerónimo Martins,Retail,Portugal,2024-Q3,2024-09-30,EBITDA,581000000.0,EUR,quarterly
JMT.LS,Jerónimo Martins,Retail,Portugal,2025-Q3,2025-09-30,Net Income,214000000.0,EUR,quarterly
JMT.LS,Jerónimo Martins,Retail,Portugal,2025-Q2,2025-06-30,Net Income,142000000.0,EUR,quarterly
JMT.LS,Jerónimo Martins,Retail,Portugal,2025-Q1,2025-03-31,Net Income,127000000.0,EUR,quarterly
JMT.LS,Jerónimo Martins,Retail,Portugal,2024-Q4,2024-12-31,Net Income,159000000.0,EUR,quarterly
JMT.LS,Jerónimo Martins,Retail,Portugal,2024-Q3,2024-09-30,Net Income,187000000.0,EUR,quarterly
JMT.LS,Jerónimo Martins,Retail,Portugal,2025-Q3,2025-09-30,Total Revenue,9138000000.0,EUR,quarterly
JMT.LS,Jerónimo Martins,Retail,Portugal,2025-Q2,2025-06-30,Total Revenue,9020000000.0,EUR,quarterly
JMT.LS,Jerónimo Martins,Retail,Portugal,2025-Q1,2025-03-31,Total Revenue,8377000000.0,EUR,quarterly
JMT.LS,Jerónimo Martins,Retail,Portugal,2024-Q4,2024-12-31,Total Revenue,8699000000.0,EUR,quarterly
JMT.LS,Jerónimo Martins,Retail,Portugal,2024-Q3,2024-09-30,Total Revenue,8467000000.0,EUR,quarterly
DHL.DE,DHL Group,Transport & Logistics,Germany,2025-Q2,2025-06-30,EBITDA,2736000000.0,EUR,quarterly
DHL.DE,DHL Group,Transport & Logistics,Germany,2025-Q1,2025-03-31,EBITDA,2711000000.0,EUR,quarterly
DHL.DE,DHL Group,Transport & Logistics,Germany,2024-Q4,2024-12-31,EBITDA,3004000000.0,EUR,quarterly
DHL.DE,DHL Group,Transport & Logistics,Germany,2024-Q3,2024-09-30,EBITDA,2601000000.0,EUR,quarterly
DHL.DE,DHL Group,Transport & Logistics,Germany,2024-Q2,2024-06-30,EBITDA,2630000000.0,EUR,quarterly
DHL.DE,DHL Group,Transport & Logistics,Germany,2025-Q2,2025-06-30,Net Income,815000000.0,EUR,quarterly
DHL.DE,DHL Group,Transport & Logistics,Germany,2025-Q1,2025-03-31,Net Income,786000000.0,EUR,quarterly
DHL.DE,DHL Group,Transport & Logistics,Germany,2024-Q4,2024-12-31,Net Income,1097000000.0,EUR,quarterly
DHL.DE,DHL Group,Transport & Logistics,Germany,2024-Q3,2024-09-30,Net Income,751000000.0,EUR,quarterly
DHL.DE,DHL Group,Transport & Logistics,Germany,2024-Q2,2024-06-30,Net Income,744000000.0,EUR,quarterly
DHL.DE,DHL Group,Transport & Logistics,Germany,2025-Q2,2025-06-30,Total Revenue,19826000000.0,EUR,quarterly
DHL.DE,DHL Group,Transport & Logistics,Germany,2025-Q1,2025-03-31,Total Revenue,20809000000.0,EUR,quarterly
DHL.DE,DHL Group,Transport & Logistics,Germany,2024-Q4,2024-12-31,Total Revenue,22704000000.0,EUR,quarterly
DHL.DE,DHL Group,Transport & Logistics,Germany,2024-Q3,2024-09-30,Total Revenue,20592000000.0,EUR,quarterly
DHL.DE,DHL Group,Transport & Logistics,Germany,2024-Q2,2024-06-30,Total Revenue,20639000000.0,EUR,quarterly
DSV.CO,DSV,Transport & Logistics,Denmark,2025-Q4,2025-12-31,EBITDA,5297000000.0,DKK,quarterly
DSV.CO,DSV,Transport & Logistics,Denmark,2025-Q2,2025-06-30,EBITDA,6454000000.0,DKK,quarterly
DSV.CO,DSV,Transport & Logistics,Denmark,2025-Q1,2025-03-31,EBITDA,6037000000.0,DKK,quarterly
DSV.CO,DSV,Transport & Logistics,Denmark,2024-Q4,2024-12-31,EBITDA,4768000000.0,DKK,quarterly
DSV.CO,DSV,Transport & Logistics,Denmark,2024-Q3,2024-09-30,EBITDA,5793000000.0,DKK,quarterly
DSV.CO,DSV,Transport & Logistics,Denmark,2025-Q4,2025-12-31,Net Income,917000000.0,DKK,quarterly
DSV.CO,DSV,Transport & Logistics,Denmark,2025-Q2,2025-06-30,Net Income,2330000000.0,DKK,quarterly
DSV.CO,DSV,Transport & Logistics,Denmark,2025-Q1,2025-03-31,Net Income,2797000000.0,DKK,quarterly
DSV.CO,DSV,Transport & Logistics,Denmark,2024-Q4,2024-12-31,Net Income,2210000000.0,DKK,quarterly
DSV.CO,DSV,Transport & Logistics,Denmark,2024-Q3,2024-09-30,Net Income,2823000000.0,DKK,quarterly
DSV.CO,DSV,Transport & Logistics,Denmark,2025-Q4,2025-12-31,Total Revenue,71685000000.0,DKK,quarterly
DSV.CO,DSV,Transport & Logistics,Denmark,2025-Q2,2025-06-30,Total Revenue,61983000000.0,DKK,quarterly
DSV.CO,DSV,Transport & Logistics,Denmark,2025-Q1,2025-03-31,Total Revenue,41680000000.0,DKK,quarterly
DSV.CO,DSV,Transport & Logistics,Denmark,2024-Q4,2024-12-31,Total Revenue,43514000000.0,DKK,quarterly
DSV.CO,DSV,Transport & Logistics,Denmark,2024-Q3,2024-09-30,Total Revenue,44095000000.0,DKK,quarterly
MAERSK-B.CO,Maersk,Transport & Logistics,Denmark,2025-Q4,2025-12-31,Net Income,-70000000.0,DKK,quarterly
MAERSK-B.CO,Maersk,Transport & Logistics,Denmark,2025-Q3,2025-09-30,Net Income,1047000000.0,DKK,quarterly
MAERSK-B.CO,Maersk,Transport & Logistics,Denmark,2025-Q2,2025-06-30,Net Income,586000000.0,DKK,quarterly
MAERSK-B.CO,Maersk,Transport & Logistics,Denmark,2025-Q1,2025-03-31,Net Income,1162000000.0,DKK,quarterly
MAERSK-B.CO,Maersk,Transport & Logistics,Denmark,2024-Q4,2024-12-31,Net Income,2085000000.0,DKK,quarterly
MAERSK-B.CO,Maersk,Transport & Logistics,Denmark,2025-Q4,2025-12-31,Total Revenue,13331000000.0,DKK,quarterly
MAERSK-B.CO,Maersk,Transport & Logistics,Denmark,2025-Q3,2025-09-30,Total Revenue,14206000000.0,DKK,quarterly
MAERSK-B.CO,Maersk,Transport & Logistics,Denmark,2025-Q2,2025-06-30,Total Revenue,13130000000.0,DKK,quarterly
MAERSK-B.CO,Maersk,Transport & Logistics,Denmark,2025-Q1,2025-03-31,Total Revenue,13321000000.0,DKK,quarterly
MAERSK-B.CO,Maersk,Transport & Logistics,Denmark,2024-Q4,2024-12-31,Total Revenue,14594000000.0,DKK,quarterly
KNIN.SW,Kuehne+Nagel,Transport & Logistics,Switzerland,2025-Q4,2025-12-31,EBITDA,458000000.0,CHF,quarterly
KNIN.SW,Kuehne+Nagel,Transport & Logistics,Switzerland,2025-Q2,2025-06-30,EBITDA,571000000.0,CHF,quarterly
KNIN.SW,Kuehne+Nagel,Transport & Logistics,Switzerland,2025-Q1,2025-03-31,EBITDA,640000000.0,CHF,quarterly
KNIN.SW,Kuehne+Nagel,Transport & Logistics,Switzerland,2024-Q4,2024-12-31,EBITDA,626000000.0,CHF,quarterly
KNIN.SW,Kuehne+Nagel,Transport & Logistics,Switzerland,2024-Q3,2024-09-30,EBITDA,669000000.0,CHF,quarterly
KNIN.SW,Kuehne+Nagel,Transport & Logistics,Switzerland,2025-Q4,2025-12-31,Net Income,157000000.0,CHF,quarterly
KNIN.SW,Kuehne+Nagel,Transport & Logistics,Switzerland,2025-Q2,2025-06-30,Net Income,240000000.0,CHF,quarterly
KNIN.SW,Kuehne+Nagel,Transport & Logistics,Switzerland,2025-Q1,2025-03-31,Net Income,291000000.0,CHF,quarterly
KNIN.SW,Kuehne+Nagel,Transport & Logistics,Switzerland,2024-Q4,2024-12-31,Net Income,296000000.0,CHF,quarterly
KNIN.SW,Kuehne+Nagel,Transport & Logistics,Switzerland,2024-Q3,2024-09-30,Net Income,324000000.0,CHF,quarterly
KNIN.SW,Kuehne+Nagel,Transport & Logistics,Switzerland,2025-Q4,2025-12-31,Total Revenue,5954000000.0,CHF,quarterly
KNIN.SW,Kuehne+Nagel,Transport & Logistics,Switzerland,2025-Q2,2025-06-30,Total Revenue,6149000000.0,CHF,quarterly
KNIN.SW,Kuehne+Nagel,Transport & Logistics,Switzerland,2025-Q1,2025-03-31,Total Revenue,6330000000.0,CHF,quarterly
KNIN.SW,Kuehne+Nagel,Transport & Logistics,Switzerland,2024-Q4,2024-12-31,Total Revenue,6761000000.0,CHF,quarterly
KNIN.SW,Kuehne+Nagel,Transport & Logistics,Switzerland,2024-Q3,2024-09-30,Total Revenue,6487000000.0,CHF,quarterly
