DATAFLOW,LAST UPDATE,freq,reporter,partner,product,flow,indicators,TIME_PERIOD,OBS_VALUE
ESTAT:DS-045409(1.0),13/02/26 11:00:00,M,AT,WORLD,39204390,1,QUANTITY_IN_100KG,2023-01,163.73
ESTAT:DS-045409(1.0),13/02/26 11:00:00,M,AT,WORLD,39204390,1,QUANTITY_IN_100KG,2023-02,518.34
ESTAT:DS-045409(1.0),13/02/26 11:00:00,M,AT,WORLD,39204390,1,QUANTITY_IN_100KG,2023-03,267.03
ESTAT:DS-045409(1.0),13/02/26 11:00:00,M,AT,WORLD,39204390,1,QUANTITY_IN_100KG,2023-04,596.73
ESTAT:DS-045409(1.0),13/02/26 11:00:00,M,AT,WORLD,39204390,1,QUANTITY_IN_100KG,2023-05,2043.21
ESTAT:DS-045409(1.0),13/02/26 11:00:00,M,AT,WORLD,39204390,1,QUANTITY_IN_100KG,2023-06,1492.73
ESTAT:DS-045409(1.0),13/02/26 11:00:00,M,AT,WORLD,39204390,1,QUANTITY_IN_100KG,2023-07,1687.67
ESTAT:DS-045409(1.0),13/02/26 11:00:00,M,AT,WORLD,39204390,1,QUANTITY_IN_100KG,2023-08,963.19
ESTAT:DS-045409(1.0),13/02/26 11:00:00,M,AT,WORLD,39204390,1,QUANTITY_IN_100KG,2023-09,1372.3
ESTAT:DS-045409(1.0),13/02/26 11:00:00,M,AT,WORLD,39204390,1,QUANTITY_IN_100KG,2023-10,2197.74
ESTAT:DS-045409(1.0),13/02/26 11:00:00,M,AT,WORLD,39204390,1,QUANTITY_IN_100KG,2023-11,919.97
ESTAT:DS-045409(1.0),13/02/26 11:00:00,M,AT,WORLD,39204390,1,QUANTITY_IN_100KG,2023-12,54.0
ESTAT:DS-045409(1.0),13/02/26 11:00:00,M,AT,WORLD,39204390,1,QUANTITY_IN_100KG,2024-01,654.66
ESTAT:DS-045409(1.0),13/02/26 11:00:00,M,AT,WORLD,39204390,1,QUANTITY_IN_100KG,2024-02,1493.44
ESTAT:DS-045409(1.0),13/02/26 11:00:00,M,AT,WORLD,39204390,1,QUANTITY_IN_100KG,2024-03,423.2
ESTAT:DS-045409(1.0),13/02/26 11:00:00,M,AT,WORLD,39204390,1,QUANTITY_IN_100KG,2024-04,489.04
ESTAT:DS-045409(1.0),13/02/26 11:00:00,M,AT,WORLD,39204390,1,QUANTITY_IN_100KG,2024-05,450.73
ESTAT:DS-045409(1.0),13/02/26 11:00:00,M,AT,WORLD,39204390,1,QUANTITY_IN_100KG,2024-06,394.71
ESTAT:DS-045409(1.0),13/02/26 11:00:00,M,AT,WORLD,39204390,1,QUANTITY_IN_100KG,2024-07,435.8
ESTAT:DS-045409(1.0),13/02/26 11:00:00,M,AT,WORLD,39204390,1,QUANTITY_IN_100KG,2024-08,729.71
ESTAT:DS-045409(1.0),13/02/26 11:00:00,M,AT,WORLD,39204390,1,QUANTITY_IN_100KG,2024-09,514.63
ESTAT:DS-045409(1.0),13/02/26 11:00:00,M,AT,WORLD,39204390,1,QUANTITY_IN_100KG,2024-10,819.91
ESTAT:DS-045409(1.0),13/02/26 11:00:00,M,AT,WORLD,39204390,1,QUANTITY_IN_100KG,2024-11,172.74
ESTAT:DS-045409(1.0),13/02/26 11:00:00,M,AT,WORLD,39204390,1,QUANTITY_IN_100KG,2024-12,1864.2
ESTAT:DS-045409(1.0),13/02/26 11:00:00,M,AT,WORLD,39204390,1,QUANTITY_IN_100KG,2025-01,1052.57
ESTAT:DS-045409(1.0),13/02/26 11:00:00,M,AT,WORLD,39204390,1,QUANTITY_IN_100KG,2025-02,1385.1
ESTAT:DS-045409(1.0),13/02/26 11:00:00,M,AT,WORLD,39204390,1,QUANTITY_IN_100KG,2025-03,1301.42
ESTAT:DS-045409(1.0),13/02/26 11:00:00,M,AT,WORLD,39204390,1,QUANTITY_IN_100KG,2025-04,1097.01
ESTAT:DS-045409(1.0),13/02/26 11:00:00,M,AT,WORLD,39204390,1,QUANTITY_IN_100KG,2025-05,1539.99
ESTAT:DS-045409(1.0),13/02/26 11:00:00,M,AT,WORLD,39204390,1,QUANTITY_IN_100KG,2025-06,1105.7
ESTAT:DS-045409(1.0),13/02/26 11:00:00,M,AT,WORLD,39204390,1,QUANTITY_IN_100KG,2025-07,837.22
ESTAT:DS-045409(1.0),13/02/26 11:00:00,M,AT,WORLD,39204390,1,QUANTITY_IN_100KG,2025-08,1018.84
ESTAT:DS-045409(1.0),13/02/26 11:00:00,M,AT,WORLD,39204390,1,QUANTITY_IN_100KG,2025-09,60.58
ESTAT:DS-045409(1.0),13/02/26 11:00:00,M,AT,WORLD,39204390,1,QUANTITY_IN_100KG,2025-10,1065.07
ESTAT:DS-045409(1.0),13/02/26 11:00:00,M,AT,WORLD,39204390,1,QUANTITY_IN_100KG,2025-11,1209.85
ESTAT:DS-045409(1.0),13/02/26 11:00:00,M,AT,WORLD,39204390,1,VALUE_IN_EUROS,2023-01,132388.0
ESTAT:DS-045409(1.0),13/02/26 11:00:00,M,AT,WORLD,39204390,1,VALUE_IN_EUROS,2023-02,249592.0
ESTAT:DS-045409(1.0),13/02/26 11:00:00,M,AT,WORLD,39204390,1,VALUE_IN_EUROS,2023-03,167230.0
ESTAT:DS-045409(1.0),13/02/26 11:00:00,M,AT,WORLD,39204390,1,VALUE_IN_EUROS,2023-04,219369.0
ESTAT:DS-045409(1.0),13/02/26 11:00:00,M,AT,WORLD,39204390,1,VALUE_IN_EUROS,2023-05,490922.0
ESTAT:DS-045409(1.0),13/02/26 11:00:00,M,AT,WORLD,39204390,1,VALUE_IN_EUROS,2023-06,382595.0
ESTAT:DS-045409(1.0),13/02/26 11:00:00,M,AT,WORLD,39204390,1,VALUE_IN_EUROS,2023-07,405542.0
ESTAT:DS-045409(1.0),13/02/26 11:00:00,M,AT,WORLD,39204390,1,VALUE_IN_EUROS,2023-08,228411.0
ESTAT:DS-045409(1.0),13/02/26 11:00:00,M,AT,WORLD,39204390,1,VALUE_IN_EUROS,2023-09,334701.0
ESTAT:DS-045409(1.0),13/02/26 11:00:00,M,AT,WORLD,39204390,1,VALUE_IN_EUROS,2023-10,474984.0
ESTAT:DS-045409(1.0),13/02/26 11:00:00,M,AT,WORLD,39204390,1,VALUE_IN_EUROS,2023-11,263674.0
ESTAT:DS-045409(1.0),13/02/26 11:00:00,M,AT,WORLD,39204390,1,VALUE_IN_EUROS,2023-12,42705.0
ESTAT:DS-045409(1.0),13/02/26 11:00:00,M,AT,WORLD,39204390,1,VALUE_IN_EUROS,2024-01,179979.0
ESTAT:DS-045409(1.0),13/02/26 11:00:00,M,AT,WORLD,39204390,1,VALUE_IN_EUROS,2024-02,397823.0
ESTAT:DS-045409(1.0),13/02/26 11:00:00,M,AT,WORLD,39204390,1,VALUE_IN_EUROS,2024-03,135839.0
