DATAFLOW,LAST UPDATE,freq,reporter,partner,product,flow,indicators,TIME_PERIOD,OBS_VALUE
ESTAT:DS-045409(1.0),13/02/26 11:00:00,M,AT,BE,39199020,1,QUANTITY_IN_100KG,2023-03,0.06
ESTAT:DS-045409(1.0),13/02/26 11:00:00,M,AT,BE,39199020,1,QUANTITY_IN_100KG,2023-04,0.04
ESTAT:DS-045409(1.0),13/02/26 11:00:00,M,AT,BE,39199020,1,QUANTITY_IN_100KG,2023-06,0.01
ESTAT:DS-045409(1.0),13/02/26 11:00:00,M,AT,BE,39199020,1,QUANTITY_IN_100KG,2023-09,0.07
ESTAT:DS-045409(1.0),13/02/26 11:00:00,M,AT,BE,39199020,1,QUANTITY_IN_100KG,2023-10,0.03
ESTAT:DS-045409(1.0),13/02/26 11:00:00,M,AT,BE,39199020,1,QUANTITY_IN_100KG,2023-11,0.34
ESTAT:DS-045409(1.0),13/02/26 11:00:00,M,AT,BE,39199020,1,QUANTITY_IN_100KG,2024-02,0.3
ESTAT:DS-045409(1.0),13/02/26 11:00:00,M,AT,BE,39199020,1,QUANTITY_IN_100KG,2024-03,0.0
ESTAT:DS-045409(1.0),13/02/26 11:00:00,M,AT,BE,39199020,1,QUANTITY_IN_100KG,2024-04,0.09
ESTAT:DS-045409(1.0),13/02/26 11:00:00,M,AT,BE,39199020,1,QUANTITY_IN_100KG,2024-07,0.11
ESTAT:DS-045409(1.0),13/02/26 11:00:00,M,AT,BE,39199020,1,QUANTITY_IN_100KG,2024-11,0.0
ESTAT:DS-045409(1.0),13/02/26 11:00:00,M,AT,BE,39199020,1,QUANTITY_IN_100KG,2025-02,0.02
ESTAT:DS-045409(1.0),13/02/26 11:00:00,M,AT,BE,39199020,1,QUANTITY_IN_100KG,2025-04,0.04
ESTAT:DS-045409(1.0),13/02/26 11:00:00,M,AT,BE,39199020,1,QUANTITY_IN_100KG,2025-08,0.0
ESTAT:DS-045409(1.0),13/02/26 11:00:00,M,AT,BE,39199020,1,QUANTITY_IN_100KG,2025-10,0.25
ESTAT:DS-045409(1.0),13/02/26 11:00:00,M,AT,BE,39199020,1,QUANTITY_IN_100KG,2025-11,0.33
ESTAT:DS-045409(1.0),13/02/26 11:00:00,M,AT,BE,39199020,1,VALUE_IN_EUROS,2023-03,455.0
ESTAT:DS-045409(1.0),13/02/26 11:00:00,M,AT,BE,39199020,1,VALUE_IN_EUROS,2023-04,358.0
ESTAT:DS-045409(1.0),13/02/26 11:00:00,M,AT,BE,39199020,1,VALUE_IN_EUROS,2023-06,28.0
ESTAT:DS-045409(1.0),13/02/26 11:00:00,M,AT,BE,39199020,1,VALUE_IN_EUROS,2023-09,168.0
ESTAT:DS-045409(1.0),13/02/26 11:00:00,M,AT,BE,39199020,1,VALUE_IN_EUROS,2023-10,52.0
ESTAT:DS-045409(1.0),13/02/26 11:00:00,M,AT,BE,39199020,1,VALUE_IN_EUROS,2023-11,306.0
ESTAT:DS-045409(1.0),13/02/26 11:00:00,M,AT,BE,39199020,1,VALUE_IN_EUROS,2024-02,31.0
ESTAT:DS-045409(1.0),13/02/26 11:00:00,M,AT,BE,39199020,1,VALUE_IN_EUROS,2024-03,6.0
ESTAT:DS-045409(1.0),13/02/26 11:00:00,M,AT,BE,39199020,1,VALUE_IN_EUROS,2024-04,7.0
